X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,Total Power
524.0258,370.4112,30.0169,96.9915,547.6711,561.8472,41.2011,190.3804,180.3788,286.9265,566,43.3309,566,459.5793,319.2956,27.4136,325.2721,0,555.2589,437.8975,434.181,559.3169,146.0988,31.2601,559.9635,394.8899,167.7311,0,2.0496,92.0273,566,281.5742,99242.308,102205.3436,85397.0615,87548.2921,97404.38,96459.7849,93439.0154,94315.1763,85035.1085,91255.2238,99431.3915,96203.1936,106415.9497,97012.279,89342.7749,92450.6094,1513157.892
532.6501,457.3458,39.8621,98.4928,503.6375,564.7515,38.2545,202.3858,168.0796,287.7313,551.8484,26.1435,566,412.4782,248.1396,35.5066,298.2486,23.348,551.741,401.1774,477.8686,535.4385,184.3874,27.4254,531.4755,358.147,150.0828,46.4303,21.7546,133.0507,566,296.7417,98210.4798,100560.1459,83462.8905,86269.5173,95326.7647,94677.171,92692.526,98062.4219,85089.485,92409.8236,100017.8767,94058.7613,105857.179,94549.1548,87860.6947,91457.569,1500562.461
543.3048,400.9487,29.4953,13.8688,527.3097,541.0962,22.5289,148.989,137.0864,251.9507,565.0823,36.2495,566,391.6284,331.1437,6.2344,273.3383,17.9063,563.4233,380.6129,449.607,546.838,152.1162,0,516.3481,402.8741,153.1013,11.1061,33.3778,141.6292,539.2361,318.4572,97594.6769,101850.7495,85117.0828,85745.8173,99167.1536,95831.2668,92628.1831,99583.7596,85638.5487,92910.3292,101107.4341,93176.3174,105684.0625,94462.9372,87402.9433,92496.5621,1510397.824
503.5388,415.8201,0,45.2161,534.199,522.5194,38.8707,145.2517,122.5716,313.1898,566,3.8135,523.1165,414.3059,343.5198,5.0178,271.2665,3.9745,542.4592,400.7745,449.5328,555.0872,150.0164,7.1887,566,417.4318,116.0757,0,0.0286,102.7893,566,348.078,98007.3484,98942.0423,85098.9833,86139.1492,98590.8072,96594.1762,92452.9369,97176.3329,86916.2075,93790.735,100244.9088,94471.7885,106671.5943,94248.3468,89516.6234,90795.4089,1509657.39
530.3943,361.8749,35.9525,47.9212,560.3082,553.8,37.0303,192.5168,103.957,294.2824,566,0,558.8677,395.0704,322.0819,20.3029,302.2633,0,566,436.4105,416.0704,561.7079,147.9845,2.5029,566,404.0122,168.2393,25.6538,36.1478,126.4281,566,277.9773,98295.8259,103001.7154,82223.5466,88643.0831,97909.0156,97570.8753,91521.7723,98040.0838,85436.5408,91781.5565,100476.3384,95351.1582,105680.7074,94902.0348,90868.6436,91512.8277,1513215.725
547.3006,378.9589,24.338,36.6827,558.3857,537.4443,41.6725,171.7528,127.3978,321.3555,560.3551,22.9018,548.0658,421.3948,321.7693,44.0382,273.5275,3.2412,522.6955,418.9248,398.0069,540.6899,177.6897,8.135,551.0683,440.078,178.9182,8.5769,17.6529,107.5924,542.8279,284.7069,97178.1584,103314.627,84075.9282,88448.0969,98402.1439,96642.8703,92770.8329,97006.2846,83388.6049,91259.8615,99685.9471,94725.2969,106045.4137,95868.4555,89363.3225,91025.9659,1509201.81
562.3861,372.11,15.6889,43.4582,559.0143,563.541,57.8499,232.1125,150.9231,283.286,534.3771,24.1978,566,449.0258,318.785,13.0511,287.0575,21.9941,556.3649,431.7383,435.6929,566,185.0648,4.1399,552.4048,384.8034,128.1633,1.1961,15.8202,106.666,566,283.1885,98179.1115,100140.9212,84872.8039,89452.4505,98448.1826,96989.9019,93318.3717,96911.3058,86248.6183,93060.1186,99570.778,95434.854,106556.6559,90918.0474,90038.1555,92037.735,1512178.012
515.1968,373.6682,53.3983,27.7779,540.7116,548.4591,39.0869,167.7456,143.0051,308.5108,547.2565,2.7618,564.2543,364.8617,299.7225,38.1057,257.2527,9.0494,515.0898,446.1814,413.9004,557.4628,160.1863,5.9963,566,381.1414,150.0932,0,24.9311,104.7133,562.6911,294.5834,97405.239,102110.98,82603.106,89969.6418,98508.3852,97352.1109,91569.118,97325.1767,83958.255,92406.8251,100397.4529,95301.1218,106209.0582,94599.0763,90991.8867,90725.6487,1511433.082
501.5359,394.3669,4.5444,8.5995,566,543.763,22.876,211.3807,157.2205,295.3622,566,0,554.9365,375.1231,286.7548,30.1486,284.4906,3.741,551.5331,424.5013,407.0168,551.1127,138.2749,17.3434,541.1012,399.1965,111.7381,9.358,0,129.0207,556.2882,296.5773,98808.3075,100070.0093,85031.4898,89595.0637,97491.4038,98038.6422,91584.8295,96666.1976,85941.5366,91924.9552,101779.3693,96061.1678,106850.2547,94604.9898,90335.8092,91451.0223,1516235.048
519.5302,428.2783,15.3795,7.4761,566,564.1586,24.1408,208.3658,184.2307,336.4151,557.2455,29.2577,566,401.0668,348.7756,66.7759,302.1441,28.4951,556.265,423.62,450.3244,564.0164,179.8919,45.5741,554.3638,405.7919,161.0877,16.3108,8.0313,160.7959,559.9143,302.4179,97660.7828,100831.8991,85491.4971,89345.3681,97730.9328,96906.3963,93983.1088,96867.3373,86484.7954,92015.787,101573.1598,97091.2747,106943.5648,94660.1627,89394.8618,90660.1573,1517641.086
526.1886,438.7381,4.7427,0,554.9508,553.048,12.7318,194.2619,146.3481,302.755,566,1.4279,566,390.7824,307.0016,19.6233,272.6768,10.7868,566,425.7581,413.2162,566,156.892,4.0567,522.2495,369.687,154.8903,35.9086,5.2158,120.6223,558.0328,263.9866,97547.2931,101008.3281,86031.7577,88536.1203,98131.0974,97964.0695,92390.3594,99015.8072,87454.7715,91609.6403,100650.7359,94307.2113,106482.5374,95696.6705,90522.4147,90695.9296,1518044.744
536.9982,408.5184,0,20.0022,554.4948,533.7211,32.1827,191.0372,125.5404,332.4278,538.3323,25.9518,565.0574,392.1666,313.7895,28.0072,259.2363,11.1932,543.3032,405.2761,433.4226,551.7218,203.4973,31.4215,566,404.0703,137.3105,22.2938,12.3654,164.9146,562.4963,264.333,97516.1018,101539.3878,85571.7498,89820.549,97971.978,96074.277,93840.867,97055.9634,86397.7632,92227.9586,101402.6051,94848.4564,106343.274,92673.7428,90025.1253,88034.7279,1511344.527
566,412.3512,12.4001,17.112,544.5859,566,26.8152,202.822,149.4224,329.787,553.0987,0,540.4825,400.113,341.3462,7.3271,258.9418,13.4468,566,403.05,425.2345,560.8911,142.9047,20.4685,566,383.0694,150.6555,49.8802,0,117.8003,566,266.486,97197.5587,100201.1724,85432.9685,89921.7161,97897.0928,97405.1347,90871.4393,96741.3798,88411.2954,93444.042,100509.4161,94616.5698,106577.278,94841.6752,90536.5686,91457.3172,1516062.625
501.3959,414.1186,384.4057,87.7516,22.8325,526.3654,65.7842,206.4956,164.6239,186.691,12.2197,563.7718,113.5484,421.6869,251.8551,68.2634,254.5703,318.8584,169.6941,542.2068,482.8913,558.788,44.494,321.8922,41.0415,131.1572,412.1434,442.5936,332.9166,116.063,389.2785,137.5345,98488.5076,92288.228,95004.8359,84637.7243,81832.1466,93593.9079,95074.2056,88719.4576,102687.939,91068.9465,86260.8451,96755.4925,82615.7859,106789.731,84426.9093,85887.3914,1466132.054
0,365.2841,0,566,306.3264,185.5445,120.5784,415.5162,293.9588,0,566,190.9381,0,197.5053,6.1563,204.8151,566,566,279.6582,453.1019,566,331.9217,290.8292,300.1398,11.1425,61.0633,0,566,204.7095,0,338.5554,517.8471,83873.0802,92124.417,88258.2883,99894.5328,82099.3519,89975.0458,90161.8758,102570.6311,101081.0849,97450.6277,106513.138,78663.0201,96039.6155,97418.0896,81326.1839,86904.0097,1474352.992
0,464.9405,0,185.591,40.8191,514.5437,269.2624,334.838,66.1319,566,302.867,566,420.5161,0,268.6314,0,0,556.8525,566,20.34,294.2375,0,566,363.5474,0,566,0,40.9245,0,190.2404,244.4361,130.9252,88515.4208,90589.1978,91229.2685,90653.2145,87023.3627,100986.0485,89626.9219,94847.3366,92026.9039,96861.3171,95015.9333,99786.1236,95375.4654,88716.3084,95894.3983,92095.6364,1489242.858
181.8595,95.0547,566,319.7345,0,213.4509,0,464.852,566,0,269.0494,273.2018,429.0564,247.3475,0,166.3975,566,0,101.7969,133.4223,566,132.4505,0,0,0,207.3364,48.0701,520.2976,361.6068,566,148.5808,227.7521,83163.3437,96196.3414,99835.405,91175.5761,87401.5117,86380.9071,91475.5539,99290.0467,105688.9945,81047.7643,95342.8875,97989.273,95605.0673,88089.8649,86694.9638,87676.8236,1473054.325
369.7758,62.0029,0,0,124.6388,566,127.6353,385.1948,138.4712,433.0952,566,566,172.0238,299.8731,480.6492,566,302.3445,566,254.6386,0,415.2383,246.5687,566,0,492.0522,485.4756,566,337.3206,21.4371,319.2328,0,97.2817,92270.0978,80111.9674,92745.7801,96300.6861,88822.8114,100682.5667,87703.2242,98105.874,86633.6765,93630.4602,95796.2472,98129.6974,96355.1377,86028.1212,106035.3061,101296.604,1500648.258
91.6241,365.9923,566,193.4603,0,341.6535,162.1528,510.8954,478.19,190.9249,0,56.252,146.4898,19.2884,259.2879,549.7146,542.6413,388.7712,98.0804,348.8616,288.9054,60.4404,566,566,0,482.7534,0,0,0,566,0,519.2035,82348.2446,98395.2257,102037.3015,94121.1457,93343.6768,92567.8097,87407.7632,88780.1932,106868.6818,89764.9766,86232.7698,88429.3932,93030.3441,79256.2081,98245.4861,99342.1024,1480171.323
57.9372,0,285.7696,274.322,0,260.0716,0,59.7855,182.4792,566,393.8942,496.3372,0,363.4571,250.5681,566,566,566,106.8448,276.2656,223.3238,566,0,0,286.3113,0,0,0,164.0423,566,0,348.09,87700.7762,83921.3219,94115.4841,93846.5079,84755.3108,90053.0965,87985.5509,92370.0837,85688.4475,104838.064,95192.2205,96494.443,92154.6679,96325.9505,96609.7455,99282.8178,1481334.489
566,566,566,230.9854,566,0,36.8565,59.7052,280.184,69.8572,0,336.9263,355.9134,566,0,373.846,0,52.2892,262.7774,0,361.4024,566,432.1747,0,428.6434,566,226.3605,566,0,566,0,479.5458,107650.8314,98392.2917,100144.4542,95856.2306,98457.0692,82243.4399,88823.6934,93430.7355,91179.9274,85696.6389,95001.0038,89356.4883,99033.516,97534.7182,89117.5107,92447.5618,1504366.111
566,345.9747,395.9105,96.1279,396.8743,116.9884,458.3724,252.4881,566,283.5351,279.3582,228.352,566,539.7721,0,412.2048,566,0,289.9796,198.1722,566,0,566,463.1767,232.8354,566,96.9754,43.9407,301.6524,405.5469,566,229.0633,97578.2904,107475.6416,84461.6367,89923.2686,81288.2809,97025.347,87538.8914,89352.7434,103415.5051,81664.9706,95665.3329,94794.7,95701.829,94828.1757,87259.0472,93065.6285,1481039.289
0,130.2727,349.1278,0,125.8656,72.9395,566,368.7213,122.2959,566,0,40.4619,363.87,566,56.6157,428.6256,200.2063,566,301.5059,524.5924,387.2529,0,0,171.0213,212.3678,440.3922,141.5751,566,359.8922,335.9047,400.2161,566,86244.6668,86807.4698,96320.0108,83605.8049,86007.396,103791.2113,106093.125,103598.6577,91891.317,96273.6281,97422.0937,78668.9179,87841.0108,102347.1593,81592.7424,94301.4546,1482806.666
47.9128,0,0,442.1517,566,531.8473,566,96.4819,88.9484,240.5909,203.4592,290.7772,566,0,0,60.2091,0,263.4593,566,344.6721,566,56.2263,255.5602,559.6093,50.9118,566,86.8887,228.8232,140.6621,67.4814,385.6424,319.2679,100658.9873,88637.9088,84668.9265,94748.0404,97832.3539,107856.4686,100930.6182,87374.0747,92029.1896,92027.13,97297.3267,90699.288,101552.0278,84804.2634,87761.7008,86821.9348,1495700.24
343.2975,566,0,375.9732,474.5022,25.7926,380.5564,566,0,0,0,555.0645,446.6489,561.3519,393.4495,187.7971,129.4612,37.8343,566,544.7959,486.1002,71.4081,0,139.3152,205.947,482.9537,306.6758,291.5574,566,566,394.2249,267.0576,96498.1165,105849.6741,86492.9532,80130.181,95139.1663,97248.37,102600.2303,101559.5469,91490.1109,88083.281,87333.4997,99767.2408,84932.0431,94647.1594,96406.738,93510.5841,1501688.895
38.7002,343.6335,505.7775,197.2572,128.1537,279.2625,284.0531,204.1384,357.0292,563.5201,442.1164,302.1682,566,317.108,339.7173,350.4011,336.8538,438.1055,32.8513,0,333.0299,0,206.7607,179.4986,97.0089,532.1505,37.1371,310.3184,340.1261,137.6015,502.7765,566,83197.0358,90854.8908,104843.39,92459.5422,87708.1242,98463.0854,91997.3666,83759.5037,90912.7144,95112.5759,95231.5859,92431.3039,97574.4903,87452.1553,88758.0023,86416.5596,1467172.326
509.966,157.8242,245.0147,191.6017,202.2928,235.7679,0,566,561.8995,209.2396,323.2874,161.8095,566,515.2213,566,81.2825,556.4849,566,293.0292,242.973,171.6034,344.1221,0,37.2304,480.7675,508.5093,218.1631,55.1574,134.8547,0,304.3131,421.3814,93474.625,84599.0089,86618.7539,83498.087,90722.5689,85013.7691,98899.2242,101240.4006,96695.3486,88125.5458,92879.1541,98665.3472,101219.7856,101511.1375,100144.196,87243.4173,1490550.37
356.5745,427.0933,566,398.8532,489.0101,371.5562,561.486,480.9666,461.172,322.1517,514.3545,391.2892,0,566,565.0131,312.5517,488.668,394.8056,456.6163,566,248.7773,283.5997,355.6557,196.3396,566,346.0375,0,56.3793,566,515.1407,566,448.8089,77255.2151,86166.0771,97786.9885,71499.2985,98780.1814,91116.6132,98532.3397,103127.223,75731.1059,86376.3373,106513.5451,100798.7553,86054.4839,93163.2725,88180.9755,80355.2697,1441437.682
394.081,147.529,270.5144,0,100.289,312.3326,201.6684,566,354.3224,77.5992,221.7948,224.0442,324.9053,319.8154,181.9464,566,388.6726,27.4417,0,394.384,245.5012,454.0052,0,448.7611,170.508,336.635,433.0072,98.5041,0,88.7854,324.1564,80.3437,94554.4482,82224.5529,93186.9708,81119.5985,91264.0023,83017.1627,91535.37,97536.9678,90273.7455,84082.9863,79581.6875,79390.7746,101604.4733,91961.5542,89322.9585,105003.791,1435661.044
566,103.61,566,566,0,321.99,158.2599,417.4483,0,190.0438,260.3092,117.9458,457.5468,330.0026,368.308,84.404,121.3408,99.7781,490.0867,361.0388,361.592,322.5113,97.3664,323.0123,139.7079,416.6932,231.6692,338.0987,186.6573,566,302.4455,566,106701.1121,92441.3387,94424.1424,99009.0047,80438.8598,75494.9922,101390.5123,90982.0631,89143.0784,82748.0436,90338.659,82872.7977,100387.2406,88288.5699,86177.8914,87876.8933,1448715.199
376.4474,365.4437,314.5351,481.5164,319.5688,295.5562,479.3495,356.0373,4.321,230.4025,452.6962,12.5444,114.7601,511.9028,286.6844,442.3808,411.2796,0,305.5709,562.7138,452.213,386.6322,300.8055,228.4854,447.6453,437.1698,106.5881,0,0,363.2803,566,192.4152,85768.0093,107289.4922,88306.6216,92364.7645,78569.6902,84640.6742,97338.9692,89096.626,83123.2467,77875.415,102381.5138,95006.5598,99903.9911,94558.4599,87073.2532,101132.5147,1464429.801
456.5893,295.4826,486.1376,234.6351,298.5971,566,198.3164,102.353,123.101,387.299,22.7073,0,60.7139,327.1014,58.2847,0,356.7321,182.4139,408.5528,368.1427,281.0933,328.8922,188.1714,31.6442,438.8674,0,183.4197,94.335,90.9533,83.5649,566,434.9207,88196.0365,98769.1366,88154.3041,83413.6841,88166.142,100496.5473,86614.0667,100224.3191,86088.5628,106995.5201,81447.2488,84755.394,89337.9666,102897.9736,90113.6918,84513.7792,1460184.373
566,0,462.4557,0,438.9802,434.9124,244.5487,8.5876,0,96.8395,441.6513,169.2761,154.0271,452.8679,0,247.5666,116.697,346.6555,552.2175,490.459,458.5621,391.4884,61.6988,227.7985,406.6734,297.6839,0,271.8491,322.3495,296.4882,280.2519,277.2077,103315.0434,75708.9616,91873.3504,84041.6449,93279.2848,98317.5705,99581.71,92339.1496,79610.1835,75836.6073,106496.4913,90547.6899,75328.433,102163.1351,78238.3997,95552.2934,1442229.948
502.7881,512.1202,188.4673,212.4106,566,94.1242,174.8876,235.1516,4.051,61.2234,318.757,91.932,353.5753,450.5889,198.1468,344.4591,156.1545,219.2919,566,185.4413,361.6554,441.3242,125.1228,128.5978,493.4915,339.2682,195.5947,0,91.1488,465.6774,494.0576,17.7851,103819.4593,96371.2649,86837.0483,75294.3787,95801.4468,86218.3851,81523.4063,86663.7677,81629.9867,91771.7459,86076.7532,99969.3606,98215.563,94293.6822,89304.6351,108443.9001,1462234.784
434.5142,352.9855,533.8628,200.1282,541.1768,418.8539,50.2979,0,0,288.156,365.1258,402.8901,566,491.59,315.9407,65.064,455.5948,18.0151,396.1135,258.4097,250.6969,566,209.9953,297.8077,566,473.4221,98.5072,189.8076,101.9262,566,211.3369,554.0802,91623.4952,105027.1515,97196.0299,87555.1242,99146.5504,84969.0527,89751.2119,86033.0716,82248.5522,85872.4188,99122.1599,94188.3753,104947.9185,92901.8055,89502.4024,87266.0383,1477351.358
450.8401,187.6628,0,68.2872,421.1969,426.8061,497.3244,150.2702,108.0633,71.0617,443.6323,326.347,160.8132,437.853,293.2573,127.5371,118.0787,61.7851,525.4072,566,163.6855,566,0,428.2494,505.7526,342.5964,9.5868,363.5168,221.7248,337.2519,293.1718,377.146,101110.8756,95737.6013,80164.339,84327.2725,93104.0711,95317.0512,105208.0285,81551.3624,90272.6914,84630.5974,95112.1953,87376.1556,92273.7916,98570.7524,94527.4398,83358.9558,1462643.181
308.1661,114.618,95.5335,0,406.636,532.4762,223.2978,0,188.0205,436.4454,281.6108,183.2249,395.6674,350.1878,517.7981,320.6767,182.7091,49.9364,487.5964,290.2333,0,566,0,205.2895,493.0705,259.6656,73.6693,139.8121,72.3265,150.2986,320.2845,566,80317.383,88547.7793,85079.3844,87133.3953,107100.9841,97623.3163,99365.1962,86301.3111,89212.4851,91600.0716,89624.2779,79831.4608,101064.1534,95421.2244,95110.1514,90325.8234,1463658.398
295.6075,170.2511,146.7963,78.4896,146.7585,491.42,0,0,63.6129,254.1755,554.3378,369.2804,414.9296,566,436.0962,212.2553,148.0189,87.8322,173.0844,433.6354,403.9402,566,236.9317,112.4548,566,513.5368,0,192.6955,0,340.6038,484.2145,377.3548,95799.0396,96956.8522,88965.0708,78657.9293,83090.8999,92880.8498,88083.6932,90784.6536,86472.1283,84225.6427,106097.7056,97996.7713,100444.3561,99520.0563,95927.7838,92321.236,1478224.669
507.8611,315.9325,313.3172,290.94,361.9909,566,60.0948,0,0,423.0718,308.7708,193.7577,566,413.2597,152.743,261.556,83.5836,65.2975,365.2291,270.3824,409.5549,566,240.7167,193.2795,557.3173,223.4249,0,206.5491,157.5676,566,168.4628,325.9463,104403.2547,95605.2017,83413.4388,91171.36,88549.3303,95546.0482,77328.807,83701.6335,90681.0046,95201.9041,104715.3462,86932.7316,100137.9981,89864.5517,89913.1,80463.3404,1457629.051
478.282,101.3761,132.4056,353.4934,525.2581,523.709,160.5079,203.5128,0,99.8603,566,167.4657,451.9595,345.7219,374.1445,190.129,270.266,0,414.5105,566,500.1046,563.3228,307.8584,390.4743,493.716,241.0087,0,0,50.772,287.6361,190.1086,256.6766,99279.7206,93168.8593,81325.908,84749.1225,97367.1182,92361.6366,82264.6909,87659.6745,85405.9647,86241.3896,106529.5313,100036.9197,99504.4819,91907.1799,99033.1567,88438.6829,1475274.037
543.4703,105.8724,391.6054,27.1096,566,566,37.8746,0,0,539.7117,355.8055,0,513.2292,489.4159,383.5725,141.752,0,0,168.324,523.6077,319.4788,513.5814,217.624,307.9438,473.9771,436.9298,123.4464,101.1508,189.4685,345.5593,532.2915,182.4214,106075.8617,102000.2478,92193.9467,83824.0274,98038.5892,93384.5732,83335.9968,87480.1812,87940.0461,94496.9845,98251.644,92886.9499,102721.7212,88603.1047,87602.1665,89577.7603,1488413.801
423.7139,368.5362,69.8904,0,462.3302,517.2053,0,0,84.3889,453.4711,282.9615,113.7307,512.4354,354.2135,244.4488,305.1688,113.5307,0,462.0317,566,270.025,491.5642,140.22,0,397.9653,566,103.9154,0,138.4517,418.7446,337.263,171.783,95640.5899,107943.7952,85485.2083,90709.0636,95742.1609,95986.5548,89472.1739,93561.0806,86529.9863,90494.5839,93519.6212,99403.9879,101359.022,92390.4711,90218.7037,85578.8046,1494035.808
566,473.5384,42.2729,100.4575,565.0444,200.8586,53.4516,67.9139,0,323.9063,373.4294,223.2369,506.9112,262.0932,291.6783,127.7438,124.6886,0,217.1195,566,316.5107,549.5353,380.4953,68.4869,462.0843,566,105.8198,134.5731,133.1848,473.8191,410.9834,459.4044,101988.1294,106909.7112,92922.7118,78189.3534,98613.463,82753.003,90299.3284,95447.4126,81378.0794,91625.7199,96707.3173,91165.448,91938.0593,93333.3984,95851.721,83920.7717,1473043.628
566,174.0583,63.6644,167.3582,566,296.7629,0,152.634,148.5127,280.303,442.5702,127.0051,396.3002,412.0844,325.4734,226.3052,326.2858,27.5292,496.1749,409.7002,152.3706,457.8426,0,224.8148,565.4404,311.2059,0,81.3039,41.1312,513.916,401.7176,248.9873,99553.696,97872.681,83157.1422,82434.4759,101745.8988,84713.0876,96902.8741,87326.686,86490.7969,90209.1663,107753.0102,88712.9289,95620.0077,91490.8383,91941.9599,90565.5317,1476490.781
552.9229,175.4634,0,142.6222,449.4223,533.326,110.644,176.4821,0,543.7403,392.2303,225.856,566,353.1055,86.7874,240.5436,220.3796,73.263,566,389.9169,440.7299,566,0,177.8966,422.8345,349.0388,63.738,99.7898,0,124.8278,565.2987,566,99873.3948,86901.6881,83149.1047,92532.6489,95659.957,95778.0784,99590.4957,86051.6576,87773.1288,96590.1258,102328.4841,86168.3249,106402.0168,94464.5267,85475.7219,90161.1918,1488900.546
409.2928,409.8977,73.0701,21.9669,347.3687,566,249.5379,52.6782,54.1527,477.1634,296.3774,0,480.6251,461.3278,505.0222,293.3502,141.8152,11.2139,481.5925,432.2485,319.2098,447.9698,0.4946,0,357.8079,482.1803,89.5067,0,0,282.909,566,331.4704,97218.3478,96383.5447,83734.6807,84870.1677,89501.6658,97507.7164,99557.0571,92332.7941,87363.4325,88459.0171,90178.2432,87472.2111,105851.0291,98361.41,91096.4601,82279.7626,1472167.54
524.0935,215.0229,173.2785,236.6602,497.1865,566,75.1971,238.8861,39.1438,456.133,363.1338,222.9205,566,470.538,402.2193,145.0132,145.8553,105.6972,542.7813,539.5181,393.7797,482.4627,231.3964,0,551.1037,489.7807,220.6887,362.2444,88.0811,183.3721,503.7569,385.681,99173.4196,95465.8499,80087.5714,82722.4609,98686.5277,96243.1477,92894.6808,103267.3464,83220.1752,88704.0227,90260.0452,92585.9254,105914.4995,91434.1849,80141.9839,84280.4368,1465082.278
495.9877,347.7588,0,82.7748,406.4823,566,0,80.4556,0,350.5592,389.2333,102.9852,459.1155,566,284.7077,247.728,226.2272,146.4471,558.0956,544.0267,333.1067,566,62.6256,88.8187,274.5224,444.8477,0,0.4405,86.6837,304.0256,561.3497,343.4896,99203.35,94145.2769,83585.2531,88115.4605,90407.3137,95968.1319,87530.1133,90668.166,88794.1377,90884.0314,107173.6183,100105.4023,102613.3008,97444.0869,91938.8936,88261.8407,1496838.377
365.9184,349.033,20.2309,119.3093,566,555.3741,4.4829,116.7496,276.9749,347.0758,566,84.5363,566,450.9094,215.1141,174.5083,247.4508,144.1291,566,404.5568,354.0797,495.986,10.0931,104.1097,566,417.6729,157.8976,0,82.777,335.2185,531.244,200.9361,92264.4518,96974.0498,85387.3335,87450.4926,98178.2585,94724.5625,94631.6309,91894.7666,87759.1301,87082.091,102381.3381,103624.9781,107211.9975,90545.0182,84008.194,85667.3248,1489785.618
232.367,245.7309,25.7571,1.6515,505.2049,565.9415,0,120.2845,177.594,407.002,451.8624,187.2127,557.7142,459.0125,283.9975,250.4255,93.7849,173.969,383.3137,463.8043,275.3008,477.4823,14.4527,135.4765,482.5984,472.8932,106.5637,47.9228,0,213.1731,566,257.2175,93078.5809,86804.1611,89285.1539,85113.8289,94970.7612,96432.3348,96168.6222,81975.6793,86509.9453,92043.4188,103751.2355,97441.063,106557.894,98160.5929,88117.4923,85087.1839,1481497.948
352.3528,212.8462,0,0,566,533.5026,33.9484,142.9705,66.4374,501.2891,432.0378,88.2879,566,474.7921,405.2293,205.2054,150.1244,0,502.3094,411.2828,216.3815,566,96.8256,97.6896,540.4975,469.3624,0,0,9.2477,262.5237,510.6403,314.8665,94530.7323,99914.7793,85360.4963,91181.9499,100687.5384,93741.8643,85903.129,88529.3523,85604.324,98722.7177,101394.2438,95596.3274,105712.5367,90220.0053,86007.3092,91508.8984,1494616.204
566,329.1769,95.3897,0.2124,542.6681,465.3061,114.4282,0,0,313.8383,460.1983,130.5505,546.2952,396.7958,425.8697,108.7803,135.1425,67.7187,566,373.5056,389.7069,486.05,75.7357,0,566,558.9027,77.6393,0,8.829,333.9021,564.9943,171.8733,100452.1156,94109.519,86494.6089,91371.2968,97137.3403,94815.3854,90033.0512,94549.1164,84392.1312,87375.5778,97057.7729,99007.5645,106856.9977,94490.0186,94082.5632,89701.1624,1501926.222
539.8047,181.8574,0,0,464.6046,537.8204,8.4657,84.4375,54.9909,302.6493,410.4682,15.2529,566,338.9482,476.1711,10.8583,246.589,78.9739,478.8737,342.7779,329.6847,550.2858,33.1002,49.4726,566,566,129.374,90.3114,0,353.0631,561.0906,250.2787,100875.6261,96831.0356,89707.8035,89697.6215,96184.7458,95935.4076,93158.6072,94597.9937,85627.8095,87182.2264,103303.2595,81478.8812,106751.6593,90159.7142,85781.3424,91406.9547,1488680.688
410.6031,237.007,0,0,566,464.933,64.5209,172.5697,173.7632,295.7876,496.0298,46.4877,395.0408,497.6414,382.9252,173.9342,197.6907,0,566,215.9394,342.8069,454.8694,80.8388,171.1518,556.9957,482.6704,69.5015,0,33.6338,307.4704,508.508,246.2908,99981.5743,100508.0552,86970.8244,85138.4121,96037.1877,94706.2759,89877.2348,90415.4436,88148.5865,84638.4249,103488.9726,99584.5114,100639.9274,91260.4466,86554.4322,86247.6746,1484197.984
492.2484,269.7475,144.298,36.3726,566,566,94.2018,72.0727,233.1906,321.9673,516.9614,118.0052,563.5333,528.3508,310.0625,159.4166,110.3404,98.1358,424.8947,466.5133,347.9914,566,55.4943,127.4095,566,468.4773,48.2667,0,27.4038,237.0281,553.6114,150.2845,98547.2946,92641.3419,91636.3992,83598.1832,96128.6254,97252.3668,89403.2698,83461.008,81258.843,93522.5385,94221.0286,99839.9423,106307.8463,98618.5952,90186.7569,83635.5362,1480259.576
453.6404,300.0422,22.7611,40.2396,518.6433,562.368,158.1443,97.2144,140.6625,465.5295,452.9049,147.3504,475.5334,360.1071,328.8394,148.6172,177.1763,13.8151,530.8671,403.3032,328.1441,530.0412,163.0035,138.5651,524.563,446.166,66.0565,0,118.1342,293.1556,566,268.8827,95971.0392,101481.3309,83938.6082,89568.3179,97615.5463,95342.3456,88373.7259,87300.9384,85609.5491,93623.9383,104859.3252,97564.7912,98484.7844,92676.4348,90096.55,86147.8688,1488655.094
375.1072,390.2607,51.6224,127.3348,566,566,78.1029,77.2626,183.4157,441.1797,402.9622,9.8659,527.8396,314.8459,312.823,42.8832,165.58,0,493.0011,476.4607,396.8089,469.2427,54.6645,153.9482,439.8872,481.3463,82.3233,108.7253,175.6134,123.8552,527.3619,282.7164,92035.385,108121.1927,79793.5143,80277.7454,99201.9655,95761.6329,96617.2969,86077.5939,88309.7227,87601.8132,102077.6608,86021.3966,101063.7856,88781.9651,84435.4538,89992.4427,1466170.567
